
name; stock; price; rent_duration; short_description; long_description; age_group; brand; skills
Farm Cube Puzzle;1;99;7;Puzzle for kids;Put colorful blocks together to create friendly farm animals cow, pig, horse, duck, sheep, rooster Each image is beautifully illustrated on solid wooden blocks There are 6 Puzzles in all Entertaining, challenging and a tremendous value Recommended Age Range 3 Years and up ;2;11;22::15
